Date,Time,Country,Competition,Season,HomeTeam,AwayTeam,Match_Status,URL,Is_Knockout,Went_To_ET,Match_Winner_Final,FT_HomeScore,FT_AwayScore,HT_HomeScore,HT_AwayScore,SH_HomeScore,SH_AwayScore,ET_HomeScore,ET_AwayScore,Penalties_HomeScore,Penalties_AwayScore,FT_HomeOdds,FT_DrawOdds,FT_AwayOdds,1H_HomeOdds,1H_DrawOdds,1H_AwayOdds,SH_HomeOdds,SH_DrawOdds,SH_AwayOdds,OU05_Over,OU05_Under,OU15_Over,OU15_Under,OU25_Over,OU25_Under,OU35_Over,OU35_Under,OU45_Over,OU45_Under,OU55_Over,OU55_Under,BTTS_Yes,BTTS_No,BTTS_1H_Yes,BTTS_1H_No,BTTS_2H_Yes,BTTS_2H_No,DNB_Home,DNB_Away,DC_FT_1X,DC_FT_12,DC_FT_X2,DC_1H_1X,DC_1H_12,DC_1H_X2,DC_2H_1X,DC_2H_12,DC_2H_X2
09 Nov 2015,00:30,England,Premier League,2015/2016,Aston Villa,Manchester City,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/aston-villa-manchester-city-GIBbuBfh/,No,No,Draw,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8.5,5.25,1.4,7.0,2.5,1.83,6.0,2.75,1.67,1.04,13.0,1.22,4.0,1.73,2.08,2.75,1.4,5.0,1.17,11.0,1.05,1.91,1.8,,,,,6.0,1.13,3.0,1.18,1.08,1.83,1.5,1.1,,,
08 Nov 2015,04:30,England,Premier League,2015/2016,Stoke,Chelsea,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/chelsea-stoke-city-KA8FyTgH/,No,No,Home,1.0,0.0,0.0,0.0,1.0,0.0,,,,,4.5,3.6,1.91,4.5,2.1,2.5,4.0,2.4,2.2,1.07,9.0,1.33,3.25,2.08,1.73,3.75,1.25,8.0,1.08,17.0,1.02,1.83,1.83,,,,,3.0,1.36,1.91,1.29,1.2,1.5,1.67,1.18,,,
08 Nov 2015,02:00,England,Premier League,2015/2016,West Ham,Everton,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/everton-west-ham-tQdOZ6OT/,No,No,Draw,1.0,1.0,1.0,1.0,0.0,0.0,,,,,2.4,3.6,3.0,3.0,2.25,3.25,2.6,2.6,3.0,1.04,13.0,1.22,4.0,1.8,2.0,2.75,1.4,5.5,1.14,11.0,1.05,1.62,2.2,,,,,1.73,2.0,1.4,1.29,1.57,1.33,1.57,1.36,,,
08 Nov 2015,02:00,England,Premier League,2015/2016,Leicester,Watford,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/leicester-watford-ULF2vV9b/,No,No,Home,2.0,1.0,0.0,0.0,2.0,1.0,,,,,1.91,3.75,4.33,2.4,2.3,4.33,2.1,2.6,3.75,1.05,12.0,1.22,4.0,1.8,2.0,2.75,1.4,5.5,1.14,11.0,1.05,1.67,2.1,,,,,1.36,3.0,1.22,1.29,1.91,1.2,1.57,1.53,,,
08 Nov 2015,02:00,England,Premier League,2015/2016,Manchester Utd,West Brom,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/manchester-united-west-brom-jy4Bx9vB/,No,No,Home,2.0,0.0,0.0,0.0,2.0,0.0,,,,,1.35,5.25,11.0,1.8,2.4,9.0,1.67,2.75,7.5,1.06,10.0,1.3,3.4,2.0,1.8,3.4,1.3,6.5,1.11,15.0,1.03,2.38,1.53,,,,,1.08,8.0,1.06,1.18,3.25,1.06,1.53,1.91,,,
08 Nov 2015,02:00,England,Premier League,2015/2016,Norwich,Swansea,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/norwich-swansea-CMUmUvmp/,No,No,Home,1.0,0.0,0.0,0.0,1.0,0.0,,,,,2.55,3.4,2.9,3.1,2.25,3.25,2.63,2.5,3.0,1.06,10.0,1.29,3.5,1.95,1.85,3.25,1.33,6.5,1.11,15.0,1.03,1.67,2.1,,,,,1.73,2.0,1.42,1.33,1.55,1.3,1.62,1.36,,,
08 Nov 2015,02:00,England,Premier League,2015/2016,Sunderland,Southampton,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/southampton-sunderland-b17Jzm9N/,No,No,Away,0.0,1.0,0.0,0.0,0.0,1.0,,,,,4.75,3.8,1.8,5.0,2.25,2.3,4.33,2.6,2.05,1.05,11.0,1.29,3.5,1.95,1.85,3.25,1.33,6.5,1.11,13.0,1.04,1.83,1.83,,,,,3.5,1.29,2.05,1.29,1.2,1.57,1.57,1.17,,,
07 Nov 2015,23:45,England,Premier League,2015/2016,Bournemouth,Newcastle,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/bournemouth-newcastle-utd-r5DjsXPu/,No,No,Away,0.0,1.0,0.0,1.0,0.0,0.0,,,,,2.2,3.6,3.4,2.75,2.3,3.4,2.5,2.5,3.2,1.05,12.0,1.22,4.0,1.8,2.0,2.75,1.4,5.5,1.14,11.0,1.05,1.62,2.2,,,,,1.57,2.25,1.33,1.29,1.7,1.29,1.57,1.4,,,
03 Nov 2015,07:00,England,Premier League,2015/2016,Tottenham,Aston Villa,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/aston-villa-tottenham-nsMqO9PH/,No,No,Home,3.0,1.0,2.0,0.0,1.0,1.0,,,,,1.4,5.0,9.0,1.8,2.5,8.0,1.67,2.75,6.0,1.05,12.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,11.0,1.05,2.0,1.73,,,,,1.13,6.0,1.07,1.18,3.0,1.08,1.5,1.91,,,
02 Nov 2015,03:00,England,Premier League,2015/2016,Southampton,Bournemouth,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/bournemouth-southampton-YwIuPkAB/,No,No,Home,2.0,0.0,2.0,0.0,0.0,0.0,,,,,1.53,4.33,7.0,2.05,2.38,6.0,1.83,2.63,5.0,1.05,11.0,1.25,3.75,1.8,2.0,3.0,1.36,6.0,1.13,13.0,1.04,1.83,1.83,,,,,1.18,4.5,1.11,1.22,2.6,1.13,1.53,1.73,,,
02 Nov 2015,00:30,England,Premier League,2015/2016,Everton,Sunderland,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/everton-sunderland-rkPSRiQh/,No,No,Home,6.0,2.0,2.0,1.0,4.0,1.0,,,,,1.5,4.6,7.0,1.83,2.5,7.0,1.73,2.75,5.5,1.04,13.0,1.2,4.33,1.73,2.08,2.63,1.44,5.0,1.17,11.0,1.05,1.83,1.83,,,,,1.14,5.5,1.11,1.2,2.63,1.1,1.5,1.83,,,
01 Nov 2015,02:00,England,Premier League,2015/2016,Swansea,Arsenal,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/arsenal-swansea-ADrMYKvT/,No,No,Away,0.0,3.0,0.0,0.0,0.0,3.0,,,,,4.75,3.8,1.8,4.33,2.38,2.3,4.0,2.63,2.05,1.04,13.0,1.2,4.33,1.65,2.2,2.63,1.44,5.0,1.17,10.0,1.06,1.62,2.2,,,,,3.25,1.33,2.05,1.29,1.2,1.57,1.53,1.2,,,
01 Nov 2015,02:00,England,Premier League,2015/2016,Crystal Palace,Manchester Utd,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/crystal-palace-manchester-united-4bQOSXAn/,No,No,Draw,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4.33,3.6,1.95,4.75,2.1,2.5,4.0,2.38,2.25,1.08,8.5,1.36,3.0,2.15,1.67,3.75,1.25,9.0,1.07,19.0,1.02,1.91,1.8,,,,,3.0,1.36,1.85,1.29,1.22,1.5,1.67,1.18,,,
01 Nov 2015,02:00,England,Premier League,2015/2016,West Brom,Leicester,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/leicester-west-brom-KfKiMmfU/,No,No,Away,2.0,3.0,1.0,0.0,1.0,3.0,,,,,3.0,3.3,2.6,3.4,2.1,3.2,3.0,2.38,2.75,1.07,9.0,1.33,3.25,2.05,1.75,3.5,1.29,8.0,1.08,17.0,1.02,1.83,1.83,,,,,2.0,1.73,1.53,1.34,1.4,1.36,1.67,1.29,,,
01 Nov 2015,02:00,England,Premier League,2015/2016,Manchester City,Norwich,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/manchester-city-norwich-COTWQBua/,No,No,Home,2.0,1.0,0.0,0.0,2.0,1.0,,,,,1.29,6.0,12.0,1.62,2.88,9.0,1.53,3.2,7.0,1.02,17.0,1.13,6.0,1.44,2.7,2.1,1.67,3.5,1.29,7.0,1.1,1.83,1.83,,,,,1.07,9.0,1.06,1.14,3.75,1.07,1.4,2.2,,,
01 Nov 2015,02:00,England,Premier League,2015/2016,Newcastle,Stoke,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/newcastle-utd-stoke-city-jFSzQVf5/,No,No,Draw,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.4,3.3,3.25,3.0,2.25,3.4,2.63,2.4,3.1,1.07,9.5,1.3,3.4,2.0,1.8,3.4,1.3,7.0,1.1,15.0,1.03,1.73,2.0,,,,,1.62,2.2,1.35,1.34,1.57,1.29,1.7,1.4,,,
01 Nov 2015,02:00,England,Premier League,2015/2016,Watford,West Ham,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/watford-west-ham-t4LmNTvO/,No,No,Home,2.0,0.0,1.0,0.0,1.0,0.0,,,,,2.5,3.4,3.0,3.1,2.1,3.4,2.75,2.4,3.1,1.07,9.5,1.3,3.4,2.05,1.75,3.5,1.29,7.0,1.1,15.0,1.03,1.73,2.0,,,,,1.73,2.0,1.4,1.33,1.55,1.29,1.67,1.36,,,
31 Oct 2015,23:45,England,Premier League,2015/2016,Chelsea,Liverpool,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/chelsea-liverpool-MZzKTDet/,No,No,Away,1.0,3.0,1.0,1.0,0.0,2.0,,,,,2.1,3.5,3.75,2.75,2.1,4.0,2.38,2.4,3.6,1.07,9.5,1.33,3.25,2.05,1.75,3.5,1.29,7.0,1.1,17.0,1.02,1.8,1.91,,,,,1.44,2.63,1.29,1.3,1.75,1.22,1.67,1.4,,,
26 Oct 2015,03:15,England,Premier League,2015/2016,Liverpool,Southampton,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/liverpool-southampton-ImkfDhBa/,No,No,Draw,1.0,1.0,0.0,0.0,1.0,1.0,,,,,2.1,3.5,3.75,2.63,2.2,4.0,2.38,2.4,3.5,1.06,10.0,1.3,3.4,2.0,1.8,3.5,1.29,7.0,1.1,15.0,1.03,1.8,1.91,,,,,1.44,2.63,1.29,1.3,1.75,1.22,1.62,1.44,,,
26 Oct 2015,01:05,England,Premier League,2015/2016,Bournemouth,Tottenham,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/bournemouth-tottenham-rVdsGfRt/,No,No,Away,1.0,5.0,1.0,3.0,0.0,2.0,,,,,3.5,3.5,2.2,3.6,2.25,2.75,3.25,2.5,2.4,1.05,11.0,1.25,3.75,1.85,1.95,3.25,1.33,6.0,1.13,13.0,1.04,1.67,2.1,,,,,2.38,1.53,1.7,1.3,1.3,1.4,1.62,1.25,,,
26 Oct 2015,01:05,England,Premier League,2015/2016,Manchester Utd,Manchester City,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/manchester-city-manchester-united-CAlbCCQ5/,No,No,Draw,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.63,3.3,2.9,3.2,2.1,3.4,2.75,2.38,3.0,1.07,9.0,1.33,3.25,2.05,1.75,3.75,1.25,8.0,1.08,17.0,1.02,1.8,1.91,,,,,1.8,1.91,1.42,1.34,1.5,1.3,1.67,1.36,,,
25 Oct 2015,23:00,England,Premier League,2015/2016,Sunderland,Newcastle,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/newcastle-utd-sunderland-nTtB9AAO/,No,No,Home,3.0,0.0,1.0,0.0,2.0,0.0,,,,,2.63,3.3,2.9,3.2,2.2,3.25,2.75,2.4,2.88,1.07,9.5,1.3,3.4,2.0,1.8,3.4,1.3,7.0,1.1,15.0,1.03,1.73,2.0,,,,,1.8,1.91,1.42,1.34,1.5,1.33,1.62,1.36,,,
25 Oct 2015,03:30,England,Premier League,2015/2016,Arsenal,Everton,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/arsenal-everton-MLeoFEtm/,No,No,Home,2.0,1.0,2.0,1.0,0.0,0.0,,,,,1.4,5.25,8.0,1.8,2.75,6.5,1.67,3.0,5.5,1.02,19.0,1.14,5.5,1.44,2.7,2.2,1.62,3.75,1.25,7.0,1.1,1.73,2.0,,,,,1.13,6.0,1.09,1.18,3.0,1.11,1.45,2.05,,,
25 Oct 2015,01:00,England,Premier League,2015/2016,Aston Villa,Swansea,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/aston-villa-swansea-SlgHZ0PM/,No,No,Away,1.0,2.0,0.0,0.0,1.0,2.0,,,,,3.0,3.25,2.63,3.4,2.05,3.2,3.1,2.3,2.75,1.08,8.0,1.36,3.0,2.15,1.67,4.0,1.22,9.0,1.07,19.0,1.02,1.83,1.83,,,,,2.0,1.73,1.5,1.35,1.4,1.36,1.73,1.29,,,
25 Oct 2015,01:00,England,Premier League,2015/2016,West Ham,Chelsea,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/chelsea-west-ham-0WUhYgmP/,No,No,Home,2.0,1.0,1.0,0.0,1.0,1.0,,,,,4.2,3.8,1.91,4.33,2.25,2.5,3.75,2.5,2.2,1.05,12.0,1.25,3.75,1.8,2.0,3.0,1.36,6.0,1.13,13.0,1.04,1.73,2.0,,,,,2.75,1.4,1.91,1.29,1.25,1.5,1.57,1.2,,,
25 Oct 2015,01:00,England,Premier League,2015/2016,Leicester,Crystal Palace,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/crystal-palace-leicester-4pojEYeg/,No,No,Home,1.0,0.0,0.0,0.0,1.0,0.0,,,,,2.1,3.6,3.75,2.63,2.3,3.6,2.3,2.5,3.4,1.05,12.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,11.0,1.05,1.62,2.2,,,,,1.5,2.5,1.29,1.29,1.75,1.25,1.57,1.44,,,
25 Oct 2015,01:00,England,Premier League,2015/2016,Norwich,West Brom,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/norwich-west-brom-j1m2BWuC/,No,No,Away,0.0,1.0,0.0,0.0,0.0,1.0,,,,,1.91,3.6,4.5,2.5,2.2,4.33,2.2,2.4,4.0,1.07,9.5,1.3,3.4,2.0,1.8,3.5,1.29,7.0,1.1,17.0,1.02,1.83,1.83,,,,,1.36,3.0,1.2,1.29,1.91,1.18,1.62,1.5,,,
25 Oct 2015,01:00,England,Premier League,2015/2016,Stoke,Watford,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/stoke-city-watford-8xr7AjeI/,No,No,Away,0.0,2.0,0.0,1.0,0.0,1.0,,,,,2.05,3.4,4.2,2.63,2.1,4.33,2.38,2.38,3.75,1.08,8.5,1.36,3.0,2.1,1.7,3.75,1.25,8.0,1.08,19.0,1.02,1.83,1.83,,,,,1.44,2.63,1.25,1.33,1.8,1.2,1.67,1.44,,,
20 Oct 2015,06:00,England,Premier League,2015/2016,Swansea,Stoke,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/stoke-city-swansea-EokDzsAG/,No,No,Away,0.0,1.0,0.0,1.0,0.0,0.0,,,,,1.85,3.6,4.75,2.4,2.2,4.5,2.2,2.5,4.0,1.06,10.0,1.29,3.5,2.0,1.8,3.4,1.3,6.5,1.11,15.0,1.03,1.8,1.91,,,,,1.33,3.25,1.2,1.29,1.95,1.18,1.62,1.53,,,
19 Oct 2015,02:00,England,Premier League,2015/2016,Newcastle,Norwich,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/newcastle-utd-norwich-McsNEpV6/,No,No,Home,6.0,2.0,3.0,2.0,3.0,0.0,,,,,2.4,3.5,3.1,3.0,2.2,3.4,2.6,2.5,3.0,1.05,11.0,1.25,3.75,1.85,1.95,3.25,1.33,6.0,1.13,13.0,1.04,1.67,2.1,,,,,1.67,2.1,1.38,1.3,1.57,1.3,1.62,1.36,,,
18 Oct 2015,03:30,England,Premier League,2015/2016,Watford,Arsenal,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/arsenal-watford-YeBBLG3J/,No,No,Away,0.0,3.0,0.0,0.0,0.0,3.0,,,,,7.0,4.6,1.5,6.0,2.4,2.0,5.0,2.75,1.83,1.04,13.0,1.2,4.33,1.65,2.2,2.63,1.44,5.0,1.17,10.0,1.06,1.8,1.91,,,,,4.5,1.18,2.63,1.2,1.11,1.73,1.53,1.13,,,
18 Oct 2015,01:00,England,Premier League,2015/2016,Chelsea,Aston Villa,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/aston-villa-chelsea-hIk6ISVs/,No,No,Home,2.0,0.0,1.0,0.0,1.0,0.0,,,,,1.3,6.0,11.0,1.73,2.63,9.0,1.53,3.0,7.5,1.03,15.0,1.18,4.5,1.6,2.3,2.5,1.5,4.33,1.2,9.0,1.07,1.91,1.8,,,,,1.08,8.0,1.06,1.14,3.5,,,,,,
18 Oct 2015,01:00,England,Premier League,2015/2016,Manchester City,Bournemouth,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/bournemouth-manchester-city-r7rJFQF0/,No,No,Home,5.0,1.0,4.0,1.0,1.0,0.0,,,,,1.33,5.5,11.0,1.73,2.63,7.5,1.53,3.0,7.5,1.03,15.0,1.17,5.0,1.6,2.3,2.5,1.5,4.33,1.2,9.0,1.07,1.83,1.83,,,,,1.07,9.0,1.06,1.17,3.4,1.08,1.44,2.0,,,
18 Oct 2015,01:00,England,Premier League,2015/2016,Crystal Palace,West Ham,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/crystal-palace-west-ham-nukAHnol/,No,No,Away,1.0,3.0,1.0,1.0,0.0,2.0,,,,,1.95,3.75,4.0,2.5,2.2,4.33,2.25,2.5,3.75,1.05,11.0,1.29,3.5,1.85,1.95,3.25,1.33,6.0,1.13,13.0,1.04,1.73,2.0,,,,,1.4,2.75,1.25,1.29,1.85,1.2,1.62,1.5,,,
18 Oct 2015,01:00,England,Premier League,2015/2016,Everton,Manchester Utd,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/everton-manchester-united-QVmEG60f/,No,No,Away,0.0,3.0,0.0,2.0,0.0,1.0,,,,,3.25,3.4,2.38,3.4,2.2,3.0,3.1,2.4,2.63,1.06,10.0,1.3,3.4,2.0,1.8,3.4,1.3,7.0,1.1,15.0,1.03,1.73,2.0,,,,,2.1,1.67,1.57,1.33,1.36,1.36,1.62,1.29,,,
18 Oct 2015,01:00,England,Premier League,2015/2016,Southampton,Leicester,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/leicester-southampton-GKtRD4pD/,No,No,Draw,2.0,2.0,2.0,0.0,0.0,2.0,,,,,1.75,3.9,5.0,2.2,2.4,4.75,2.0,2.63,4.33,1.04,13.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,11.0,1.05,1.67,2.1,,,,,1.25,3.75,1.18,1.29,2.1,1.17,1.53,1.62,,,
18 Oct 2015,01:00,England,Premier League,2015/2016,West Brom,Sunderland,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/sunderland-west-brom-CnAFKzJP/,No,No,Home,1.0,0.0,0.0,0.0,1.0,0.0,,,,,2.1,3.4,4.0,2.75,2.05,4.33,2.4,2.3,3.75,1.08,8.0,1.4,2.75,2.25,1.62,4.0,1.22,9.0,1.07,19.0,1.02,1.91,1.8,,,,,1.44,2.63,1.25,1.33,1.75,1.2,1.73,1.4,,,
17 Oct 2015,22:45,England,Premier League,2015/2016,Tottenham,Liverpool,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/liverpool-tottenham-UNpVCOaJ/,No,No,Draw,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.25,3.5,3.4,2.88,2.25,3.6,2.5,2.5,3.25,1.06,10.0,1.29,3.5,2.0,1.8,3.4,1.3,6.5,1.11,15.0,1.03,1.73,2.0,,,,,1.57,2.25,1.33,1.3,1.67,1.29,1.7,1.42,,,
05 Oct 2015,02:00,England,Premier League,2015/2016,Arsenal,Manchester Utd,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/arsenal-manchester-united-tt17KF1S/,No,No,Home,3.0,0.0,3.0,0.0,0.0,0.0,,,,,2.0,3.8,3.8,2.5,2.3,4.0,2.25,2.6,3.5,1.04,13.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,11.0,1.05,1.62,2.2,,,,,1.44,2.63,1.29,1.29,1.83,1.22,1.57,1.5,,,
05 Oct 2015,02:00,England,Premier League,2015/2016,Swansea,Tottenham,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/swansea-tottenham-KOk9yNfA/,No,No,Draw,2.0,2.0,2.0,1.0,0.0,1.0,,,,,2.7,3.4,2.8,3.2,2.2,3.25,2.88,2.4,2.88,1.06,10.0,1.29,3.5,1.95,1.85,3.4,1.3,7.0,1.1,15.0,1.03,1.73,2.0,,,,,1.83,1.83,1.44,1.33,1.48,1.33,1.62,1.36,,,
04 Oct 2015,23:30,England,Premier League,2015/2016,Everton,Liverpool,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/everton-liverpool-YwtnDXg2/,No,No,Draw,1.0,1.0,1.0,1.0,0.0,0.0,,,,,3.1,3.4,2.45,3.4,2.25,2.88,3.0,2.5,2.6,1.05,12.0,1.25,3.75,1.8,2.0,3.0,1.36,5.5,1.14,11.0,1.05,1.62,2.2,,,,,2.1,1.67,1.57,1.33,1.38,1.4,1.57,1.3,,,
04 Oct 2015,03:30,England,Premier League,2015/2016,Chelsea,Southampton,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/chelsea-southampton-COiwFgPk/,No,No,Away,1.0,3.0,1.0,1.0,0.0,2.0,,,,,1.75,3.9,5.0,2.3,2.3,4.75,2.05,2.6,4.0,1.05,11.0,1.25,3.75,1.8,2.0,3.0,1.36,6.0,1.13,13.0,1.04,1.73,2.0,,,,,1.3,3.4,1.18,1.29,2.1,1.18,1.57,1.57,,,
04 Oct 2015,00:00,England,Premier League,2015/2016,Aston Villa,Stoke,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/aston-villa-stoke-city-bLmZFZ9q/,No,No,Away,0.0,1.0,0.0,0.0,0.0,1.0,,,,,2.7,3.2,2.9,3.25,2.1,3.4,2.88,2.3,3.0,1.08,8.0,1.4,2.75,2.35,1.57,4.0,1.22,10.0,1.06,21.0,1.02,1.91,1.8,,,,,1.8,1.91,1.42,1.36,1.48,1.3,1.8,1.33,,,
04 Oct 2015,00:00,England,Premier League,2015/2016,Bournemouth,Watford,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/bournemouth-watford-2k23LenM/,No,No,Draw,1.0,1.0,1.0,1.0,0.0,0.0,,,,,2.2,3.4,3.6,2.75,2.2,3.75,2.4,2.5,3.4,1.06,10.0,1.29,3.5,2.0,1.8,3.25,1.33,6.5,1.11,15.0,1.03,1.73,2.0,,,,,1.5,2.5,1.29,1.33,1.7,1.25,1.62,1.4,,,
04 Oct 2015,00:00,England,Premier League,2015/2016,Norwich,Leicester,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/leicester-norwich-0pYXzyn9/,No,No,Away,1.0,2.0,0.0,1.0,1.0,1.0,,,,,2.38,3.5,3.2,2.88,2.3,3.25,2.5,2.6,3.1,1.04,13.0,1.2,4.33,1.73,2.08,2.63,1.44,5.0,1.17,10.0,1.06,1.57,2.25,,,,,1.57,2.25,1.36,1.3,1.6,1.3,1.57,1.4,,,
04 Oct 2015,00:00,England,Premier League,2015/2016,Manchester City,Newcastle,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/manchester-city-newcastle-utd-MgZTyHW2/,No,No,Home,6.0,1.0,1.0,1.0,5.0,0.0,,,,,1.22,7.0,15.0,1.5,3.2,9.0,1.44,3.4,7.5,1.01,23.0,1.1,7.0,1.36,3.1,1.83,1.83,3.0,1.36,5.5,1.14,1.8,1.91,,,,,1.05,11.0,1.04,1.11,4.33,1.06,1.36,2.5,,,
04 Oct 2015,00:00,England,Premier League,2015/2016,Sunderland,West Ham,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/sunderland-west-ham-r9Nxze1F/,No,No,Draw,2.0,2.0,2.0,1.0,0.0,1.0,,,,,3.2,3.4,2.38,3.4,2.25,2.88,3.1,2.5,2.5,1.05,11.0,1.25,3.75,1.8,2.0,3.0,1.36,6.0,1.13,13.0,1.04,1.62,2.2,,,,,2.25,1.57,1.6,1.33,1.36,1.4,1.57,1.29,,,
03 Oct 2015,21:45,England,Premier League,2015/2016,Crystal Palace,West Brom,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/crystal-palace-west-brom-fmsrEDvd/,No,No,Home,2.0,0.0,0.0,0.0,2.0,0.0,,,,,1.85,3.6,4.75,2.4,2.25,4.75,2.1,2.4,4.33,1.07,9.0,1.33,3.25,2.05,1.75,3.75,1.25,8.0,1.08,17.0,1.02,1.83,1.83,,,,,1.3,3.4,1.18,1.29,2.0,1.17,1.62,1.53,,,
29 Sep 2015,05:00,England,Premier League,2015/2016,West Brom,Everton,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/everton-west-brom-dxX2NHH9/,No,No,Away,2.0,3.0,1.0,0.0,1.0,3.0,,,,,3.0,3.3,2.6,3.4,2.1,3.2,3.0,2.38,2.75,1.07,9.0,1.33,3.25,2.1,1.7,3.75,1.25,8.0,1.08,17.0,1.02,1.83,1.83,,,,,2.0,1.73,1.53,1.34,1.4,1.36,1.67,1.29,,,
28 Sep 2015,01:00,England,Premier League,2015/2016,Watford,Crystal Palace,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/crystal-palace-watford-2FXbOc23/,No,No,Away,0.0,1.0,0.0,0.0,0.0,1.0,,,,,2.63,3.4,2.88,3.2,2.1,3.4,2.75,2.38,3.0,1.07,9.0,1.33,3.25,2.08,1.73,3.75,1.25,8.0,1.08,17.0,1.02,1.83,1.83,,,,,1.8,1.91,1.42,1.33,1.5,1.3,1.67,1.36,,,
27 Sep 2015,02:30,England,Premier League,2015/2016,Newcastle,Chelsea,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/chelsea-newcastle-utd-8Gj81zej/,No,No,Draw,2.0,2.0,1.0,0.0,1.0,2.0,,,,,5.75,4.33,1.62,5.5,2.4,2.05,4.33,2.75,1.95,1.04,13.0,1.2,4.33,1.7,2.1,2.63,1.44,5.0,1.17,11.0,1.05,1.73,2.0,,,,,4.0,1.22,2.3,1.22,1.17,1.73,1.53,1.14,,,
27 Sep 2015,00:00,England,Premier League,2015/2016,Leicester,Arsenal,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/arsenal-leicester-f9AX7xIM/,No,No,Away,2.0,5.0,1.0,2.0,1.0,3.0,,,,,5.0,4.0,1.75,4.5,2.38,2.25,4.0,2.63,2.0,1.03,15.0,1.2,4.33,1.65,2.2,2.63,1.44,5.0,1.17,10.0,1.06,1.62,2.2,,,,,3.4,1.3,2.1,1.25,1.18,1.57,1.53,1.18,,,
27 Sep 2015,00:00,England,Premier League,2015/2016,Liverpool,Aston Villa,Finished,https://www.oddsportal.com/football/england/premier-league-2015-2016/aston-villa-liverpool-xYax7dXS/,No,No,Home,3.0,2.0,1.0,0.0,2.0,2.0,,,,,1.5,4.5,7.5,2.0,2.3,6.5,1.8,2.63,5.5,1.05,11.0,1.29,3.5,1.95,1.85,3.25,1.33,6.5,1.11,13.0,1.04,2.0,1.73,,,,,1.17,5.0,1.1,1.2,2.63,1.1,1.57,1.73,,,
